,latitude,longitude,annee
230,49.4784678,0.4801299,2013.0
231,49.4914135,0.5634494,2013.0
232,49.4784678,0.4801299,2013.0
233,49.4914135,0.5634494,2013.0
234,49.4784678,0.4801299,2013.0
235,49.4914135,0.5634494,2013.0
236,49.4784678,0.4801299,2013.0
237,49.4914135,0.5634494,2013.0
238,49.4784678,0.4801299,2013.0
239,49.4914135,0.5634494,2013.0
240,49.4849406,0.5217897,2013.0
241,49.4914135,0.5634494,2013.0
242,49.4784678,0.4801298,2013.0
243,49.482783,0.5079031,2013.0
244,49.4886596,0.5686098,2013.0
245,49.4914136,0.5634503,2013.0
246,49.4886598,0.5686115,2013.0
247,49.4338566,0.5529934,2013.0
248,49.5260465,0.5310205,2013.0
249,49.4771695,0.5466063,2013.0
250,49.4338565,0.5529934,2013.0
251,49.4916071,0.5444773,2013.0
252,49.4771695,0.5466063,2013.0
253,49.4338566,0.5529934,2013.0
254,49.485832,0.5453289,2013.0
255,49.5204824,0.5402193,2013.0
256,49.4913987,0.5417497,2013.0
257,49.5198572,0.5320365,2013.0
258,49.4685069,0.5478837,2013.0
259,49.4625234,0.5460077,2013.0
260,49.5238413,0.5433853,2013.0
261,49.4771695,0.5466063,2013.0
262,49.4627318,0.5487353,2013.0
263,49.455513,0.5497997,2013.0
264,49.4771694,0.5466063,2013.0
265,49.4685069,0.5478837,2013.0
266,49.455513,0.5497997,2013.0
267,49.4771695,0.5466063,2013.0
268,49.485832,0.5453289,2013.0
269,49.5204824,0.5402193,2013.0
270,49.5238413,0.5433853,2013.0
271,49.4338566,0.5529934,2013.0
272,49.4988259,0.5434128,2013.0
273,49.5204824,0.5402193,2013.0
274,49.4673906,0.5439492,2013.0
275,49.4849284,0.521791,2013.0
276,49.4746861,0.4794311,2013.0
277,49.4899139,0.4051636,2013.0
278,49.4771352,0.4506923,2013.0
279,49.4899139,0.4051636,2013.0
280,49.4842495,0.5050414,2013.0
281,49.5155601,0.4858091,2013.0
282,49.3903664,0.519436,2013.0
283,49.4231391,0.4517825,2013.0
284,49.3903664,0.519436,2013.0
285,49.4231385,0.4517824,2013.0
286,49.3903664,0.519436,2013.0
287,49.4230122,0.451918,2013.0
288,49.3903664,0.519436,2013.0
289,49.3908762,0.5203144,2013.0
290,49.4899139,0.4051636,2013.0
291,49.4913916,0.5816619,2013.0
292,49.5002373,0.5410188,2013.0
293,49.4914136,0.5634503,2013.0
294,49.4784432,0.480132,2013.0
295,49.4914136,0.5634503,2013.0
296,49.4784432,0.480132,2013.0
297,49.4827666,0.5079047,2013.0
298,49.4839633,0.5561758,2013.0
299,49.4515777,0.5417495,2013.0
300,49.4714343,0.533349,2013.0
301,49.4515678,0.5416839,2013.0
302,49.4701191,0.5322277,2013.0
303,49.4515678,0.5416839,2013.0
304,49.3890503,0.5131962,2013.0
305,49.4203091,0.5274401,2013.0
306,49.4231545,0.4513603,2013.0
307,49.5046799,0.514867,2013.0
308,49.3903664,0.519436,2013.0
309,49.4232317,0.4518726,2013.0
310,49.3903664,0.519436,2013.0
311,49.422671,0.4522644,2013.0
312,49.3890503,0.5131962,2013.0
313,49.5155601,0.4858091,2013.0
314,49.3890503,0.5131962,2013.0
315,49.4515678,0.5416839,2013.0
316,49.4797351,0.450555,2013.0
317,49.4775947,0.4730504,2013.0
318,49.4818882,0.4299684,2013.0
319,49.4797351,0.450555,2013.0
320,49.4952101,0.5187539,2013.0
321,49.4784432,0.480132,2013.0
322,49.4808756,0.4943016,2013.0
323,49.4783941,0.4802097,2013.0
324,49.4883864,0.5699959,2013.0
325,49.4857135,0.5225379,2013.0
326,49.4904705,0.5677462,2013.0
327,49.4820538,0.5013738,2013.0
328,49.4783941,0.4802097,2013.0
329,49.5002373,0.5410188,2013.0
330,49.4857135,0.5225379,2013.0
331,49.4783941,0.4802097,2013.0
332,49.4820538,0.5013738,2013.0
333,49.4783941,0.4802097,2013.0
334,49.4895955,0.5648464,2013.0
335,49.4872132,0.5697777,2013.0
336,49.491865,0.581172,2013.0
337,49.4901897,0.584659,2013.0
338,49.4890142,0.5838204,2013.0
339,49.4902402,0.581374,2013.0
340,49.4920009,0.5840997,2013.0
341,49.4922377,0.5817185,2013.0
342,49.4899463,0.5769182,2013.0
343,49.487112,0.5718133,2013.0
344,49.4882078,0.5685595,2013.0
345,49.4892455,0.5656532,2013.0
346,49.4893924,0.5673198,2013.0
347,49.4783941,0.4802097,2013.0
348,49.4820538,0.5013738,2013.0
349,49.4898161,0.5676139,2013.0
350,49.4783941,0.4802097,2013.0
351,49.4857135,0.5225379,2013.0
352,49.4896161,0.567477,2013.0
353,49.4783941,0.4802096,2013.0
354,49.4896477,0.5666871,2013.0
355,49.4857135,0.5225379,2013.0
356,49.4783941,0.4802096,2013.0
357,49.4820538,0.5013738,2013.0
358,49.4783941,0.4802096,2013.0
359,49.4857135,0.5225379,2013.0
360,49.4783941,0.4802097,2013.0
361,49.4808339,0.4943191,2013.0
362,49.4997061,0.5397808,2013.0
363,49.491537,0.4975383,2013.0
364,49.4962965,0.4764212,2013.0
365,49.4818882,0.4299684,2013.0
366,49.4813484,0.349417,2013.0
367,49.4839121,0.3203398,2013.0
368,49.4933969,0.2602303,2013.0
369,49.4980037,0.2205283,2013.0
370,49.4993848,0.2115521,2013.0
371,49.512552,0.195725,2013.0
372,49.5312204,0.1838806,2013.0
373,49.5295535,0.18787,2013.0
374,49.5299913,0.1853614,2013.0
375,49.5070985,0.2155487,2013.0
376,49.4232139,0.4519258,2013.0
377,49.4254904,0.4507872,2013.0
378,49.42959,0.4531017,2013.0
379,49.4313714,0.4629991,2013.0
380,49.4343886,0.481885,2013.0
381,49.4661185,0.4714431,2013.0
382,49.4848238,0.4278963,2013.0
383,49.4824629,0.4513238,2013.0
384,49.4946008,0.438684,2013.0
385,49.5028502,0.4237822,2013.0
386,49.5169276,0.4185663,2013.0
387,49.5285257,0.4211018,2013.0
388,49.5388539,0.4268729,2013.0
389,49.5491723,0.4354674,2013.0
390,49.5555147,0.444847,2013.0
391,49.5620333,0.4513758,2013.0
392,49.5650642,0.4603033,2013.0
393,49.5644766,0.4683517,2013.0
394,49.5687327,0.4713283,2013.0
395,49.572135,0.4699137,2013.0
396,49.5746689,0.468924,2013.0
397,49.5729106,0.470506,2013.0
398,49.5762697,0.4761573,2013.0
399,49.5757242,0.4701837,2013.0
400,49.5710043,0.476388,2013.0
401,49.5762697,0.4761573,2013.0
402,49.5728408,0.4707084,2013.0
403,49.5767104,0.4702592,2013.0
404,49.5752403,0.4614842,2013.0
405,49.5700743,0.4619091,2013.0
406,49.5607642,0.4702062,2013.0
407,49.5556594,0.4563631,2013.0
408,49.5541182,0.4428194,2013.0
409,49.5469035,0.433697,2013.0
410,49.5359593,0.4240873,2013.0
411,49.5252551,0.4204532,2013.0
412,49.5107331,0.4176087,2013.0
413,49.4993485,0.4304551,2013.0
414,49.4918826,0.4418806,2013.0
415,49.4814543,0.4526793,2013.0
416,49.4769789,0.4600912,2013.0
417,49.4710141,0.4663694,2013.0
418,49.4615941,0.4745494,2013.0
419,49.4588659,0.4746405,2013.0
420,49.4357669,0.4811378,2013.0
421,49.432829,0.4684236,2013.0
422,49.4745549,0.4794459,2013.0
423,49.3890398,0.5131912,2013.0
424,49.4231933,0.4518655,2013.0
425,49.4775421,0.4731016,2013.0
426,49.4817899,0.4718722,2013.0
427,49.4860378,0.4706429,2013.0
428,49.4885029,0.5019951,2013.0
429,49.5009006,0.5348881,2013.0
430,49.4868704,0.504703,2013.0
431,49.4818882,0.4299684,2013.0
432,49.4227047,0.5601404,2013.0
433,49.3908638,0.5201179,2013.0
434,49.4746178,0.4795149,2013.0
435,49.3908638,0.5201179,2013.0
436,49.4708219,0.5933141,2013.0
437,49.3908638,0.5201179,2013.0
438,49.4231741,0.4519141,2013.0
439,49.4981849,0.4799475,2013.0
440,49.51556,0.4858751,2013.0
441,49.3890373,0.5131829,2013.0
442,49.4819362,0.4300841,2013.0
443,49.4899006,0.4051154,2013.0
444,49.4775371,0.4731277,2013.0
445,49.5039527,0.5267956,2013.0
446,49.4909009,0.5821429,2013.0
447,49.5046883,0.5148808,2013.0
448,49.4873823,0.5351431,2013.0
449,49.4941432,0.5350129,2013.0
450,49.4873823,0.5351431,2013.0
451,49.4953413,0.5291876,2013.0
452,49.4514791,0.5415107,2013.0
453,49.4227047,0.5601404,2013.0
454,49.3908862,0.5199368,2013.0
455,49.423192,0.4518917,2013.0
456,49.3908862,0.5199368,2013.0
457,49.4232133,0.451928,2013.0
458,49.3908862,0.5199368,2013.0
459,49.4232128,0.4519264,2013.0
460,49.5155466,0.4858979,2013.0
461,49.3891127,0.5133188,2013.0
462,49.5155466,0.4858979,2013.0
463,49.3891127,0.5133188,2013.0
464,49.4797021,0.4505886,2013.0
465,49.4512034,0.5053645,2013.0
466,49.4745239,0.4795089,2013.0
467,49.4760305,0.4763183,2013.0
468,49.4982993,0.4798719,2013.0
469,49.4906101,0.5332373,2013.0
470,49.4782181,0.4802701,2013.0
471,49.4888341,0.570984,2013.0
472,49.4782181,0.4802701,2013.0
473,49.4886592,0.5686093,2013.0
474,49.4819375,0.5013546,2013.0
475,49.4782181,0.4802701,2013.0
476,49.4830835,0.5264609,2013.0
477,49.4886592,0.5686093,2013.0
478,49.4782181,0.4802701,2013.0
479,49.4879489,0.5726517,2013.0
480,49.4782181,0.4802701,2013.0
481,49.4886598,0.5686139,2013.0
482,49.4782181,0.4802701,2013.0
483,49.4886592,0.5686093,2013.0
484,49.4806977,0.4943264,2013.0
485,49.4782181,0.4802701,2013.0
486,49.4819375,0.5013546,2013.0
487,49.4856571,0.5224392,2013.0
488,49.4872402,0.5697688,2013.0
489,49.4856571,0.5224392,2013.0
490,49.5039527,0.5267956,2013.0
491,49.501126,0.5033337,2013.0
492,49.5155466,0.4858979,2013.0
493,49.4856799,0.4705391,2013.0
494,49.4621923,0.4734362,2013.0
495,49.4819362,0.4300841,2013.0
496,49.4816907,0.3897634,2013.0
497,49.4833542,0.3277607,2013.0
498,49.4934164,0.2603093,2013.0
499,49.4941564,0.2469762,2013.0
500,49.499702,0.1702332,2013.0
501,49.4963241,0.1445904,2013.0
502,49.492648,0.12028,2013.0
503,49.4925743,0.1231702,2013.0
504,49.4926497,0.1250389,2013.0
505,49.4928842,0.1238984,2013.0
506,49.4926497,0.1250389,2013.0
507,49.4928842,0.1238984,2013.0
508,49.4232124,0.4519265,2013.0
509,49.5046751,0.514863,2013.0
510,49.423191,0.4518694,2013.0
511,49.4782181,0.4802701,2013.0
512,49.4819375,0.5013546,2013.0
513,49.4856571,0.5224392,2013.0
514,49.4782181,0.4802701,2013.0
515,49.4819375,0.5013546,2013.0
516,49.4782181,0.4802701,2013.0
517,49.4897449,0.5676861,2013.0
518,49.4806977,0.4943264,2013.0
519,49.4782181,0.4802701,2013.0
520,49.4814616,0.511064,2013.0
521,49.4806508,0.5033655,2013.0
522,49.4782181,0.4802701,2013.0
523,49.4819375,0.5013546,2013.0
524,49.4830835,0.5264609,2013.0
525,49.4782181,0.4802701,2013.0
526,49.4806977,0.4943264,2013.0
527,49.4830835,0.5264609,2013.0
528,49.4806977,0.4943264,2013.0
529,49.5009613,0.5348921,2013.0
530,49.5221192,0.5416926,2013.0
531,49.433968,0.5529609,2013.0
532,49.5594029,0.4761708,2013.0
533,49.5728912,0.4717435,2013.0
534,49.5737298,0.473492,2013.0
535,49.5699593,0.475885,2013.0
536,49.586115,0.4569635,2013.0
537,49.5737298,0.473492,2013.0
538,49.5728912,0.4717435,2013.0
539,49.5729149,0.4704989,2013.0
540,49.5594029,0.4761708,2013.0
541,49.554611,0.4453316,2013.0
542,49.4910904,0.4940196,2013.0
543,49.4813959,0.432857,2013.0
544,49.4899066,0.4051235,2013.0
545,49.4514613,0.5413388,2013.0
546,49.3905448,0.5195645,2013.0
547,49.4231276,0.4519679,2013.0
548,49.495322,0.5291764,2013.0
549,49.423159,0.4519535,2013.0
550,49.5155417,0.4859248,2013.0
551,49.4982787,0.4799297,2013.0
552,49.5155417,0.4859248,2013.0
553,49.4239345,0.559395,2013.0
554,49.495322,0.5291764,2013.0
555,49.4694996,0.5311252,2013.0
556,49.4913087,0.5321742,2013.0
557,49.4700291,0.5311116,2013.0
558,49.4513933,0.541306,2013.0
559,49.4909082,0.5821461,2013.0
560,49.4782667,0.4803685,2013.0
561,49.4926069,0.5696321,2013.0
562,49.4952866,0.5681551,2013.0
563,49.4814912,0.5111253,2013.0
564,49.4782667,0.4803685,2013.0
565,49.4912974,0.5633351,2013.0
566,49.4952861,0.5681535,2013.0
567,49.4782667,0.4803685,2013.0
568,49.4902105,0.5681937,2013.0
569,49.4889961,0.5669033,2013.0
570,49.4912974,0.5633351,2013.0
571,49.4782667,0.4803685,2013.0
572,49.4912974,0.5633351,2013.0
573,49.4782667,0.4803685,2013.0
574,49.4952862,0.5291873,2013.0
575,49.4912974,0.5633351,2013.0
576,49.474302,0.4796017,2013.0
577,49.5155417,0.4859248,2013.0
578,49.3890828,0.5132905,2013.0
579,49.3905926,0.5194535,2013.0
580,49.4231476,0.4519402,2013.0
581,49.4901815,0.4941452,2013.0
582,49.5002426,0.4630959,2013.0
583,49.4982787,0.4799297,2013.0
584,49.5155417,0.4859248,2013.0
585,49.3890828,0.5132905,2013.0
586,49.4976705,0.4683266,2013.0
587,49.4797992,0.4507285,2013.0
588,49.4725189,0.4588551,2013.0
589,49.4980229,0.4656762,2013.0
590,49.5084593,0.4386731,2013.0
591,49.5587611,0.4503696,2013.0
592,49.559412,0.4760924,2013.0
593,49.5728954,0.470442,2013.0
594,49.559412,0.4760924,2013.0
595,49.5595797,0.4800549,2013.0
596,49.559412,0.4760924,2013.0
597,49.5596216,0.4810456,2013.0
598,49.5530278,0.4883839,2013.0
599,49.5464341,0.4957223,2013.0
600,49.5366138,0.5113096,2013.0
601,49.5204763,0.5401885,2013.0
602,49.5009972,0.5348741,2013.0
603,49.4938869,0.519826,2013.0
604,49.4839398,0.4966414,2013.0
605,49.4782667,0.4803685,2013.0
606,49.4951219,0.5684683,2013.0
607,49.4782667,0.4803685,2013.0
608,49.4814912,0.5111253,2013.0
609,49.4782667,0.4803685,2013.0
610,49.4952823,0.5672939,2013.0
611,49.4821361,0.5172767,2013.0
612,49.4952854,0.5681546,2013.0
613,49.4782667,0.4803685,2013.0
614,49.4806851,0.5034361,2013.0
615,49.4782667,0.4803685,2013.0
616,49.4826103,0.508024,2013.0
617,49.4950862,0.5684435,2013.0
618,49.4782614,0.4803656,2013.0
619,49.4984744,0.5716833,2013.0
620,49.4955716,0.5676101,2013.0
621,49.4782614,0.4803656,2013.0
622,49.5009972,0.5348741,2013.0
623,49.5040166,0.5263006,2013.0
624,49.4980229,0.4656762,2013.0
625,49.4824756,0.4277488,2013.0
626,49.4758378,0.4484863,2013.0
627,49.4725189,0.4588551,2013.0
628,49.5108954,0.1920679,2013.0
629,49.5223036,0.1815135,2013.0
630,49.531489,0.1832402,2013.0
631,49.533876,0.1824706,2013.0
632,49.531489,0.1832402,2013.0
633,49.5300017,0.1853495,2013.0
634,49.5223036,0.1815135,2013.0
635,49.5227458,0.1909441,2013.0
636,49.5300017,0.1853495,2013.0
637,49.521704,0.1813871,2013.0
638,49.531489,0.1832402,2013.0
639,49.5227452,0.1909411,2013.0
640,49.506169,0.1943461,2013.0
641,49.5007227,0.202652,2013.0
642,49.4935856,0.259492,2013.0
643,49.4900543,0.2907951,2013.0
644,49.4802376,0.3044394,2013.0
645,49.4815228,0.3495441,2013.0
646,49.4725189,0.4588551,2013.0
647,49.4903226,0.4176856,2013.0
648,49.4483279,0.509068,2013.0
649,49.424137,0.5592809,2013.0
650,49.49827,0.4798794,2013.0
651,49.4231914,0.4518819,2013.0
652,49.389122,0.5134027,2013.0
653,49.4231518,0.4518497,2013.0
654,49.5155424,0.4859387,2013.0
655,49.424137,0.5592809,2013.0
656,49.4699934,0.5302711,2013.0
657,49.470099,0.5321759,2013.0
658,49.4851258,0.5419282,2013.0
659,49.4879336,0.5726392,2013.0
660,49.4891827,0.5727797,2013.0
661,49.4879215,0.5726344,2013.0
662,49.4891827,0.5727797,2013.0
663,49.4879215,0.5726344,2013.0
664,49.4891827,0.5727797,2013.0
665,49.4231555,0.4518674,2013.0
666,49.4513546,0.5413022,2013.0
667,49.389122,0.5134027,2013.0
668,49.4513546,0.5413022,2013.0
669,49.3975868,0.4809419,2013.0
670,49.3909274,0.5201424,2013.0
671,49.3832776,0.5240463,2013.0
672,49.3581178,0.491239,2013.0
673,49.3546646,0.5106756,2013.0
674,49.3497666,0.5381104,2013.0
675,49.3522156,0.524393,2013.0
676,49.3509911,0.5312517,2013.0
677,49.3497666,0.5381104,2013.0
678,49.3522156,0.524393,2013.0
679,49.3497666,0.5381104,2013.0
680,49.3522156,0.524393,2013.0
681,49.3513993,0.5289654,2013.0
682,49.3497666,0.5381104,2013.0
683,49.3527054,0.5216495,2013.0
684,49.3513993,0.5289654,2013.0
685,49.3500442,0.5368148,2013.0
686,49.3497666,0.5381104,2013.0
687,49.3517257,0.5271363,2013.0
688,49.3546646,0.5106756,2013.0
689,49.3519761,0.5287997,2013.0
690,49.3546496,0.5106904,2013.0
691,49.3565444,0.5169648,2013.0
692,49.3603638,0.5174998,2013.0
693,49.3645008,0.5120315,2013.0
694,49.3697734,0.5224153,2013.0
695,49.3787492,0.5290366,2013.0
696,49.389429,0.5311914,2013.0
697,49.3930314,0.5176899,2013.0
698,49.3927732,0.5034995,2013.0
699,49.396084,0.4924649,2013.0
700,49.3970395,0.4833001,2013.0
701,49.4231516,0.4518501,2013.0
702,49.3906817,0.519911,2013.0
703,49.4231059,0.451924,2013.0
704,49.3906817,0.519911,2013.0
705,49.4725156,0.4790165,2013.0
706,49.4761543,0.476933,2013.0
707,49.4231519,0.4518503,2013.0
708,49.504604,0.514929,2013.0
709,49.3439809,0.4240646,2013.0
710,49.4539272,0.5294999,2013.0
711,49.4226725,0.452215,2013.0
712,49.359615,0.4559441,2013.0
713,49.3891409,0.5134071,2013.0
714,49.4983425,0.4802066,2013.0
715,49.3891409,0.5134071,2013.0
716,49.5154868,0.4860251,2013.0
717,49.3891409,0.5134071,2013.0
718,49.4233019,0.4518588,2013.0
719,49.4539272,0.5294999,2013.0
720,49.4699878,0.5302926,2013.0
721,49.4700985,0.5321754,2013.0
722,49.4699924,0.5302931,2013.0
723,49.4700988,0.5321755,2013.0
724,49.4539272,0.5294999,2013.0
725,49.4951727,0.5291051,2013.0
726,49.4866343,0.5048872,2013.0
727,49.478096,0.4806693,2013.0
728,49.4908783,0.5822005,2013.0
729,49.482673,0.5800192,2013.0
730,49.478096,0.4806693,2013.0
731,49.4226684,0.4513567,2013.0
732,49.4625937,0.9554805,2013.0
733,49.4519512,0.9631216,2013.0
734,49.4378557,0.9685704,2013.0
735,49.3870695,0.936477,2013.0
736,49.3759028,1.0429849,2013.0
737,49.3719368,1.0410348,2013.0
738,49.3745807,1.0423347,2013.0
739,49.3759028,1.0429849,2013.0
740,49.3719368,1.0410348,2013.0
741,49.3798687,1.044935,2013.0
742,49.4379055,1.0984521,2013.0
